ASN,CC,Name,IXP Number (IX-F ID),Switch Name,IPv4 Address,IPv6 Address,MAC Address,Vendor,MANRS,IXP Switch
202932,NL,Quanza B.V.,898,SER-NIK-TR1,185.1.222.40,2001:7f8:b7::a520:2932:1,68:f3:8e:71:51:2e,Juniper Networks,0,898+SER-NIK-TR1
36086,US,Telx New Portal,222,ptk-fabric-nwax-3,198.32.195.113,2620:124:2000::113,20:4e:71:c2:c3:42,Juniper Networks,0,222+ptk-fabric-nwax-3
132004,IN,Touch Net India,683,phoenix.del,45.120.248.33,,74:4d:28:27:da:a0,Routerboard.com,0,683+phoenix.del
203815,NL,Exa-Omicron,898,SER-DRO-TR1,185.1.222.7,2001:7f8:b7::a520:3815:1,44:d9:e7:41:5f:0c,Ubiquiti Networks Inc.,0,898+SER-DRO-TR1
49627,NL,Speakup BV,898,SER-NIK-TR1,185.1.222.138,2001:7f8:b7::a504:9627:1,,,0,898+SER-NIK-TR1
198651,NL,HOSTLINE,898,SER-MEP-TR1,185.1.222.64,2001:7f8:b7::a519:8651:1,,,0,898+SER-MEP-TR1
204526,,Rick Bakker,898,,185.1.222.58,2001:7f8:b7::a520:4526:1,,,0,898
44907,IN,Global Network Management Inc (Telegram),694,pictor.bom,103.77.108.77,2001:df2:1900:2::77,,,0,694+pictor.bom
132203,IN,Tencent Global,683,indus.del,45.120.248.58,2001:df2:1900:1::58,,,0,683+indus.del
205165,,Freifunk Franken,898,,,2001:7f8:b7::a520:5165:1,,,0,898
49697,NL,netShelter,898,SER-NIK-TR3,185.1.222.17,2001:7f8:b7::a504:9697:1,ec:f4:bb:c3:b1:f2,Dell Inc.,0,898+SER-NIK-TR3
132335,IN,Leapswitch Networks Pvt. Ltd,694,venus.bom,103.77.108.47,2001:df2:1900:2::47,,,0,694+venus.bom
133000,IN,ARJUN TELECOM,772,cetus.maa,45.120.251.63,,,,0,772+cetus.maa
45102,IN,Alibaba,694,pictor.bom,103.77.108.147,,,,0,694+pictor.bom
132559,IN,Deshkal Network Pvt Ltd.,772,andromeda.maa,45.120.251.42,2001:df2:1900:3::42,,,0,772+andromeda.maa
206313,,Freifunk Nordwest,898,,185.1.222.20,2001:7f8:b7::a520:6313:1,,,0,898
49870,NL,Alsycon B.V._CTR00F6SXSOIVF4,898,SER-NIK-TR3,185.1.222.233,,60:9c:9f:86:b4:02,Brocade Communications Systems LLC,0,898+SER-NIK-TR3
201882,,Marco Naef,898,,185.1.222.55,2001:7f8:b7::a520:1882:1,,,0,898
133272,IN,Sphier Infotech,683,camelopardalis.del,45.120.248.125,2001:df2:1900:1::125,,,0,683+camelopardalis.del
40065,US,CNservers,222,ptk-fabric-nwax-3,198.32.195.83,2620:124:2000::83,00:3a:7d:e9:06:7a,"Cisco Systems, Inc",0,222+ptk-fabric-nwax-3
132752,IN,RIYAZ INTERNET SERVICES PRIVATE LIMITED,694,lacerta.bom,103.77.108.62,2001:df2:1900:2::62,,,0,694+lacerta.bom
133287,IN,Andhra Pradesh State Fibernet Ltd,694,volans.bom,103.77.108.119,2001:df2:1900:2::119,70:e4:22:4d:6b:38,"Cisco Systems, Inc",0,694+volans.bom
43009,US,INFOBIP,222,dr1-fabric-nwax-1,198.32.195.139,2620:124:2000::139,,,0,222+dr1-fabric-nwax-1
132754,IN,Realtel Communication Pvt. Ltd.,683,camelopardalis.del,45.120.248.162,2001:df2:1900:1::162,,,0,683+camelopardalis.del
207489,NL,RDK IT Solutions,898,SER-NIK-TR1,185.1.222.150,2001:7f8:b7::a520:7489:1,00:50:56:87:4e:eb,"VMware, Inc.",0,898+SER-NIK-TR1
45582,IN,DVoiS Communications Pvt. Ltd.,773,gemini.hyd,103.77.110.27,2001:df2:1900:4::27,,,0,773+gemini.hyd
132771,IN,FIBRE AIR SERVICES PVT LTD,683,cygnus.del,45.120.248.140,2001:df2:1900:1::140,34:a2:a2:8e:05:f1,"HUAWEI TECHNOLOGIES CO.,LTD",0,683+cygnus.del
133296,IN,Web Werks,694,venus.bom,103.77.108.42,2001:df2:1900:2::42,,,0,694+venus.bom
46489,US,Twitch,222,ecx-fabric-nwax-2,198.32.195.121,2620:124:2000::121,,,0,222+ecx-fabric-nwax-2
203125,NL,CoreRoute,898,SER-DRO-LEAF-4.2,185.1.222.26,2001:7f8:b7::a520:3125:1,,,0,898+SER-DRO-LEAF-4.2
207551,NL,Speedium,898,SER-GLO-TR0,185.1.222.141,2001:7f8:b7::a520:7551:1,,,0,898+SER-GLO-TR0
50601,,Crossivity,898,,185.1.222.158,2001:7f8:b7::a505:601:1,44:aa:50:49:45:c0,Juniper Networks,0,898
203729,,Jacob Slater,898,,185.1.222.76,2001:7f8:b7::a520:3729:1,,,0,898
207616,NL,Altrosky Technology Limited,898,SER-DRO-TR2,185.1.222.106,2001:7f8:b7::a521:283:1,a0:36:9f:6e:1f:02,Intel Corporate,0,898+SER-DRO-TR2
53869,US,Surescripts Enterprise Services,222,ptk-fabric-nwax-3,198.32.195.55,2620:124:2000::55,88:e0:f3:7d:79:c1,Juniper Networks,0,222+ptk-fabric-nwax-3
132932,IN,Uttez Digital India Pvt. Ltd.,683,cygnus.del,45.120.248.54,2001:df2:1900:1::54,78:b4:6a:6c:ee:f1,"HUAWEI TECHNOLOGIES CO.,LTD",0,683+cygnus.del
133301,IN,Dwan Supports P Ltd,694,moon.bom,103.77.108.132,2001:df2:1900:2::132,,,0,694+moon.bom
50629,NL,LWLcom GmbH,898,SER-NIK-TR3,185.1.222.182,2001:7f8:b7::a505:629:1,0c:59:9c:b1:2f:fa,Juniper Networks,0,898+SER-NIK-TR3
204003,NL,Jan-Eric Ortgies,898,SER-MEP-TR1,,2001:7f8:b7::a520:4003:1,,,0,898+SER-MEP-TR1
133315,IN,Utopia Networks,694,mars.bom,103.77.108.155,2001:df2:1900:2::155,,,0,694+mars.bom
45804,IN,Meghbela Cable & Broadband Services,694,lacerta.bom,103.77.108.49,,,,0,694+lacerta.bom
204196,NL,Abelohost B.V.,898,SER-NIK-TR1,185.1.222.65,,,,0,898+SER-NIK-TR1
207866,NL,InCompanyMedia B.V.,898,SER-NIK-TR1,185.1.222.137,2001:7f8:b7::a520:7866:1,,,0,898+SER-NIK-TR1
45804,IN,Meghbela Cable & Broadband Services,683,camelopardalis.del,45.120.248.67,2001:df2:1900:1::67,,,0,683+camelopardalis.del
204805,NL,Voiped Wholesale,898,SER-NIK-TR1,185.1.222.145,2001:7f8:b7::a520:4805:1,78:0c:f0:72:85:bf,"Cisco Systems, Inc",0,898+SER-NIK-TR1
208059,NL,GRMML Networks,898,SER-NIK-TR3,185.1.222.215,2001:7f8:b7::a520:8059:1,06:10:19:46:6f:44,,1,898+SER-NIK-TR3
50655,NL,Its Hosted,898,SER-NIK-TR1,185.1.222.38,2001:7f8:b7::a505:655:1,,,0,898+SER-NIK-TR1
132956,IN,V Net Networks,694,jupiter.bom,103.77.108.61,2001:df2:1900:2::61,,,0,694+jupiter.bom
208258,NL,Access2.IT Group B.V.,898,SER-DRO-LEAF-4.1,185.1.222.93,2001:7f8:b7::a520:8258:1,,,0,898+SER-DRO-LEAF-4.1
45954,IN,SpeedOnline.Net,694,jupiter.bom,103.77.108.121,2001:df2:1900:2::121,,,0,694+jupiter.bom
205036,,IPv6.edu.pl,898,,185.1.222.50,2001:7f8:b7::a520:5036:1,,,0,898
208501,NL,Tim Schoondergang,898,SER-SP-TR1,185.1.222.230,2001:7f8:b7::a520:8501:1,,,0,898+SER-SP-TR1
