IXP Number (IX-F ID),Name,Metro,Switch Name,Switch Model,Software Version,Peering DB Facility ID,Coordinates,IPv4,IPv6,MANRS,ASN Sum,IXP Switch
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,x670-1.aiteko.mow.gblnet.net,X670V-48x,,,,178.18.235.0/24,2a03:5f80:4:4::0/64,0,1,522+x670-1.aiteko.mow.gblnet.net
78,KleyReX (KleyReX Internet Exchange),Frankfurt,vc505.kleyrex,ex3300-48t,,367,"50.105084,8.666501",193.189.82.0/23,2001:7f8:33::/64,0,3,78+vc505.kleyrex
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,x670-1.dataspace.mow.gblnet.net,DCS-7150S-64-CL,,2195,"55.720756,37.675157",178.18.235.0/24,2a03:5f80:4:4::0/64,0,0,522+x670-1.dataspace.mow.gblnet.net
78,KleyReX (KleyReX Internet Exchange),Frankfurt,vc503.kleyrex,ex4550-32f,,59,"50.099697,8.631763",193.189.82.0/23,2001:7f8:33::/64,0,4,78+vc503.kleyrex
522,DataIX Internet Exchange (DataIX Internet Exchange),Ekaterinburg,x670-1.ms145.eka.gblnet.net,X670-48x,,1855,"56.836636,60.619669",178.18.235.0/24,2a03:5f80:4:4::0/64,0,1,522+x670-1.ms145.eka.gblnet.net
78,KleyReX (KleyReX Internet Exchange),Frankfurt,vc509.kleyrex,ex3300-48t,,108,"50.096962,8.630057",193.189.82.0/23,2001:7f8:33::/64,0,0,78+vc509.kleyrex
522,DataIX Internet Exchange (DataIX Internet Exchange),Amsterdam,ar7508-1.am5.ams.gblnet.net,DCS-7508N,,1236,,178.18.230.0/24,2a03:5f80:7::0/64,0,4,522+ar7508-1.am5.ams.gblnet.net
78,KleyReX (KleyReX Internet Exchange),Frankfurt am Main,IAG-MX204,JNP204,,60,,193.189.82.0/23,2001:7f8:33::/64,0,1,78+IAG-MX204
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ar7508-2.m9.mow.gblnet.net,DCS-7508N,,152,"55.652639,37.528861",178.18.230.0/24,2a03:5f80:7::0/64,0,58,522+ar7508-2.m9.mow.gblnet.net
89,SIX Bratislava (Slovak Internet eXchange Bratislava),Bratislava,SIX-T1,,,2150,"48.151421,17.112847",192.108.148.0/24,2001:7F8:2F::/64,0,7,89+SIX-T1
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ce6870-1.storedata.mow.gblnet.net,Unknown,,1151,"55.736661,37.694987",178.18.230.0/24,2a03:5f80:7::0/64,0,6,522+ce6870-1.storedata.mow.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Centurion,psw1.smr,X690-48x-2q-4c,,2172,"-25.927622,28.140755",196.223.14.0/24,2001:43f8:1f0::0/64,0,17,95+psw1.smr
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ar7060-1.bor7.mow.gblnet.net,DCS-7060CX-32S,,3092,"55.771417,37.714681",178.18.230.0/24,2a03:5f80:7::0/64,0,4,522+ar7060-1.bor7.mow.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Midrand,psw1.hwh,X670G2-48x-4q,,5719,"-26.010556,28.118946",196.223.14.0/24,2001:43f8:1f0::0/64,0,7,95+psw1.hwh
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,ar7508-1.gay50.iev.gblnet.net,DCS-7508,,365,"50.551468,30.629527",178.18.230.0/24,2a03:5f80:7::0/64,0,27,522+ar7508-1.gay50.iev.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Johannesburg,c1.pkl,X870-32c,,4511,"-26.146144,28.036968",196.223.14.0/24,2001:43f8:1f0::0/64,0,1,95+c1.pkl
522,DataIX Internet Exchange (DataIX Internet Exchange),Kharkov,ar7050sx-1.maxnet.kiv.gblnet.net,DCS-7050SX-64,,1856,"49.989444,36.237684",178.18.230.0/24,2a03:5f80:7::0/64,0,3,522+ar7050sx-1.maxnet.kiv.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Centurion,psw1.dpa,X690-48x-2q-4c,,10265,"-25.91459,28.163056",196.223.14.0/24,2001:43f8:1f0::0/64,0,1,95+psw1.dpa
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,qfx3500-1.gay50.iev.gblnet.net,Unknown,,365,"50.551468,30.629527",178.18.230.0/24,2a03:5f80:7::0/64,0,7,522+qfx3500-1.gay50.iev.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Johannesburg,psw2.iso,X670G2-48x-4q,,850,,196.223.15.0/24,,0,27,95+psw2.iso
522,DataIX Internet Exchange (DataIX Internet Exchange),Amsterdam,ar7280-1.nikhef.ams.gblnet.net,DCS-7280SR-48C6,,18,,178.18.230.0/24,2a03:5f80:7::0/64,0,13,522+ar7280-1.nikhef.ams.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Johannesburg,psw1.pkl,X670G2-48x-4q,,4511,"-26.146144,28.036968",196.223.15.0/24,,0,16,95+psw1.pkl
522,DataIX Internet Exchange (DataIX Internet Exchange),Chelyabinsk,ar7280-1.kir19.cek.gblnet.net,DCS-7280SR2A-48YC6,,,,178.18.230.0/24,2a03:5f80:7::0/64,0,0,522+ar7280-1.kir19.cek.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Johannesburg,c1.pkl,X870-32c,,4511,"-26.146144,28.036968",196.223.15.0/24,,0,1,95+c1.pkl
522,DataIX Internet Exchange (DataIX Internet Exchange),Helsinki,ar7280-1.digita.hel.gblnet.net,DCS-7280SR-48C6,,802,"60.204175,24.921445",178.18.230.0/24,2a03:5f80:7::0/64,0,2,522+ar7280-1.digita.hel.gblnet.net
95,Johannesburg Internet Exchange Point (INX),Johannesburg,c1.iso,X870-32c,,850,,196.223.15.0/24,,0,9,95+c1.iso
522,DataIX Internet Exchange (DataIX Internet Exchange),Samara,TK-Telecom-vswitch,Virtual,,,,178.18.230.0/24,2a03:5f80:7::0/64,0,9,522+TK-Telecom-vswitch
96,Kampala 1 (Uganda Internet Exchange Point),Kampala,CH-A02,ex4300-48p,,3962,"0.313513,32.584331",196.223.25.0/24,2001:43f8:130::/64,0,10,96+CH-A02
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,Eurasia-Telecom-vswitch,Virtual,,152,"55.652639,37.528861",178.18.230.0/24,2a03:5f80:7::0/64,0,12,522+Eurasia-Telecom-vswitch
96,Kampala 1 (Uganda Internet Exchange Point),Kampala,CH-A01,DCS-7280SR-48C6,,3962,"0.313513,32.584331",196.223.25.0/24,2001:43f8:130::/64,0,17,96+CH-A01
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,Zummer-Telecom-vswitch,Virtual,,152,"55.652639,37.528861",178.18.230.0/24,2a03:5f80:7::0/64,0,6,522+Zummer-Telecom-vswitch
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-bck.gbg.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,9,100+ag1b-bck.gbg.netnod.se
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,DTEL-IX-vswitch,Virtual,,365,"50.551468,30.629527",178.18.230.0/24,2a03:5f80:7::0/64,0,17,522+DTEL-IX-vswitch
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-bck.gbg.netnod.se,,,,,194.68.128.0/24/24,2001:7f8:d:fe::/64/64,1,9,100+ag1b-bck.gbg.netnod.se
522,DataIX Internet Exchange (DataIX Internet Exchange),Saint-Petersburg,ar7050-1.zuk36.led.gblnet.net,DCS-7050S-64,,,,178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+ar7050-1.zuk36.led.gblnet.net
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-bck.gbg.netnod.se,,,,,194.68.123.0/24/24,2001:7f8:d:ff::/64/64,1,9,100+ag1b-bck.gbg.netnod.se
522,DataIX Internet Exchange (DataIX Internet Exchange),Saint-Petersburg,K12-MES2348B,Unknown,,,,178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+K12-MES2348B
100,Netnod Gothenburg (Netnod Gothenburg),Gothenburg,ag1b-shg.gbg.netnod.se,,,,,195.245.240.0/24/24,2001:7f8:d:fc::/64/64,1,3,100+ag1b-shg.gbg.netnod.se
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,trunkmobile-vswitch,Virtual,,152,"55.652639,37.528861",178.18.230.0/24,2a03:5f80:7::0/64,0,2,522+trunkmobile-vswitch
102,Netnod Sundsvall (Netnod Sundsvall),Sundsvall,ag1b-kan.gvl.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,5,102+ag1b-kan.gvl.netnod.se
522,DataIX Internet Exchange (DataIX Internet Exchange),Saint-Petersburg,tvip-vswitch,Virtual,,,,178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+tvip-vswitch
102,Netnod Sundsvall (Netnod Sundsvall),Sundsvall,ag1b-sva.svl.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,11,102+ag1b-sva.svl.netnod.se
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,SlvNet-vswitch,Virtual,,152,"55.652639,37.528861",178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+SlvNet-vswitch
102,Netnod Sundsvall (Netnod Sundsvall),Sundsvall,ag1b-kan.gvl.netnod.se,,,,,194.68.130.0/24/24,2001:7f8:d:100::/64/64,1,5,102+ag1b-kan.gvl.netnod.se
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,syntegra-vswitch,Virtual,,961,"50.445102,30.510193",178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+syntegra-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,x670-1.dataspace.mow.gblnet.net,DCS-7150S-64-CL,,2195,"55.720756,37.675157",178.18.230.0/24,2a03:5f80:7::0/64,0,0,522+x670-1.dataspace.mow.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Ekaterinburg,x670-1.ms145.eka.gblnet.net,X670-48x,,1855,"56.836636,60.619669",178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+x670-1.ms145.eka.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,Zummer-12BIT-vswitch,Virtual,,152,"55.652639,37.528861",178.18.230.0/24,2a03:5f80:7::0/64,0,0,522+Zummer-12BIT-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Ufa,ar7060-1.okt4.ufa.gblnet.net,DCS-7060CX-32S,,,,178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+ar7060-1.okt4.ufa.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Chelyabinsk,ar7280-1.km38.cek.gblnet.net,DCS-7280SR-48C6-M,,,,178.18.230.0/24,2a03:5f80:7::0/64,0,1,522+ar7280-1.km38.cek.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Ufa,ar7280-1.okt4.ufa.gblnet.net,DCS-7280SR-48C6,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,0,522+ar7280-1.okt4.ufa.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ar7508-2.m9.mow.gblnet.net,DCS-7508N,,152,"55.652639,37.528861",178.18.233.0/24,2a03:5f80:4:1::0/64,0,58,522+ar7508-2.m9.mow.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Saint-Petersburg,ar7508-1.k12.led.gblnet.net,DCS-7508,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,26,522+ar7508-1.k12.led.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ar7280-1.bor7.mow.gblnet.net,DCS-7280SR-48C6,,3092,"55.771417,37.714681",178.18.233.0/24,2a03:5f80:4:1::0/64,0,4,522+ar7280-1.bor7.mow.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Rostov,ce6870-1.mya54.rnd.gblnet.net,Unknown,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,7,522+ce6870-1.mya54.rnd.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,ar7508-1.gay50.iev.gblnet.net,DCS-7508,,365,"50.551468,30.629527",178.18.233.0/24,2a03:5f80:4:1::0/64,0,27,522+ar7508-1.gay50.iev.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Kharkov,ar7508-1.atracom.kiv.gblnet.net,DCS-7508,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,11,522+ar7508-1.atracom.kiv.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Odessa,ar7050sx-1.tir27.ods.gblnet.net,DCS-7050SX-64,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,9,522+ar7050sx-1.tir27.ods.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,qfx3500-1.gay50.iev.gblnet.net,Unknown,,365,"50.551468,30.629527",178.18.233.0/24,2a03:5f80:4:1::0/64,0,7,522+qfx3500-1.gay50.iev.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Amsterdam,ar7280-1.nikhef.ams.gblnet.net,DCS-7280SR-48C6,,18,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,13,522+ar7280-1.nikhef.ams.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Amsterdam,ar7280-1.am4.ams.gblnet.net,DCS-7280SR-48C6,,4627,"52.354686,4.958827",178.18.233.0/24,2a03:5f80:4:1::0/64,0,0,522+ar7280-1.am4.ams.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Chelyabinsk,ar7280-1.kir19.cek.gblnet.net,DCS-7280SR2A-48YC6,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,0,522+ar7280-1.kir19.cek.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Ekaterinburg,ar7150-1.sheik10.eka.gblnet.net,DCS-7150S-64-CL,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,5,522+ar7150-1.sheik10.eka.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ar7050-1.datapro.mow.gblnet.net,DCS-7050S-64,,7597,"55.736262,37.721089",178.18.233.0/24,2a03:5f80:4:1::0/64,0,2,522+ar7050-1.datapro.mow.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ar7050-1.m9.mow.gblnet.net,DCS-7050S-64,,152,"55.652639,37.528861",178.18.233.0/24,2a03:5f80:4:1::0/64,0,2,522+ar7050-1.m9.mow.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,Eurasia-Telecom-vswitch,Virtual,,152,"55.652639,37.528861",178.18.233.0/24,2a03:5f80:4:1::0/64,0,12,522+Eurasia-Telecom-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,Zummer-Telecom-vswitch,Virtual,,152,"55.652639,37.528861",178.18.233.0/24,2a03:5f80:4:1::0/64,0,6,522+Zummer-Telecom-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,Milecom-vswitch,Virtual,,152,"55.652639,37.528861",178.18.233.0/24,2a03:5f80:4:1::0/64,0,12,522+Milecom-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Saint-Petersburg,ar7050-1.zuk36.led.gblnet.net,DCS-7050S-64,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,1,522+ar7050-1.zuk36.led.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Moscow,ex4500-1.m8.mow.gblnet.net,ex4500-40f,,349,"55.805323,37.551781",178.18.233.0/24,2a03:5f80:4:1::0/64,0,2,522+ex4500-1.m8.mow.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Saint-Petersburg,ar7050-1.cv21.led.gblnet.net,DCS-7050S-64,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,1,522+ar7050-1.cv21.led.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,fiberax-vswitch,Virtual,,365,"50.551468,30.629527",178.18.233.0/24,2a03:5f80:4:1::0/64,0,1,522+fiberax-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Saint-Petersburg,K12-MES2348B,Unknown,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,1,522+K12-MES2348B
522,DataIX Internet Exchange (DataIX Internet Exchange),Kiev,kyivlink-vswitch,Virtual,,961,"50.445102,30.510193",178.18.233.0/24,2a03:5f80:4:1::0/64,0,1,522+kyivlink-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Odessa,itkarkas-vswitch,Virtual,,,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,1,522+itkarkas-vswitch
522,DataIX Internet Exchange (DataIX Internet Exchange),Frankfurt,ar7280-1.fra15.fra.gblnet.net,DCS-7280CR2A-60,,58,,178.18.233.0/24,2a03:5f80:4:1::0/64,0,9,522+ar7280-1.fra15.fra.gblnet.net
522,DataIX Internet Exchange (DataIX Internet Exchange),Amsterdam,ar7508-1.am4.ams.gblnet.net,DCS-7508N,,4627,"52.354686,4.958827",178.18.233.0/24,2a03:5f80:4:1::0/64,0,1,522+ar7508-1.am4.ams.gblnet.net
532,AMS-IX USA Bay Area,San Francisco,edge-dr2-511,,,,,206.41.106.0/24,2001:504:3d:1::/64,0,3,532+edge-dr2-511
533,AMS-IX USA Chicago,Chicago,edge-cm1-511,,,,,206.108.115.0/24,2001:504:38:1::/64,0,7,533+edge-cm1-511
541,CRIX (Costa Rica Internet Exchange),San José,IXP-SW5,DCS-7280SR-48C6,,2909,"9.929747,-84.066144",200.107.83.0/24,,1,17,541+IXP-SW5
541,CRIX (Costa Rica Internet Exchange),San José,IXP-RT4,Unknown,,2909,"9.929747,-84.066144",200.107.83.0/24,,1,0,541+IXP-RT4
541,CRIX (Costa Rica Internet Exchange),San José,IXP-SW6,DCS-7280SR-48C6,,2909,"9.929747,-84.066144",200.107.83.0/24,,1,8,541+IXP-SW6
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-FT23-S138,X670-48x,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-WAR-FT23-S138
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC11-S021,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,22,548+EPIX-KAT-4DC11-S021
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-3SF1-S041,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,5,548+EPIX-KAT-3SF1-S041
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-LI01-S114,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,3,548+EPIX-WAR-LI01-S114
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC11-S028,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,36,548+EPIX-KAT-4DC11-S028
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC12-S066,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-4DC12-S066
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC11-S023,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,30,548+EPIX-KAT-4DC11-S023
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC21-S070,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,5,548+EPIX-KAT-4DC21-S070
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC21-S075,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,45,548+EPIX-KAT-4DC21-S075
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC21-S073,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,27,548+EPIX-KAT-4DC21-S073
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-LI01-S101,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-WAR-LI01-S101
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC22-S067,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-4DC22-S067
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC12-S068,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-4DC12-S068
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC11-S030,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,29,548+EPIX-KAT-4DC11-S030
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-LI03-S162,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-WAR-LI03-S162
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-LD00-S221,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-WAR-LD00-S221
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-LI03-S168,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,4,548+EPIX-WAR-LI03-S168
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC22-S092,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-4DC22-S092
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC12-S091,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,17,548+EPIX-KAT-4DC12-S091
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-3SF2-S042,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-3SF2-S042
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC12-S031,X770-32q,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-4DC12-S031
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC22-S032,X770-32q,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-4DC22-S032
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-LI03-S199,X870-32c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-WAR-LI03-S199
548,EPIX (e-Poludnie Internet Exchange),Prague,,,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548
548,EPIX (e-Poludnie Internet Exchange),Prague,EPIX-POZ-BE2-PL061S029,X690-48x-2q-4c,,,,178.216.40.0/21,2001:7f8:5b::/64,0,3,548+EPIX-POZ-BE2-PL061S029
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC21-S078,X695-48Y-8C,,,,178.216.40.0/21,2001:7f8:5b::/64,0,13,548+EPIX-KAT-4DC21-S078
548,EPIX (e-Poludnie Internet Exchange),Katowice,EPIX-KAT-4DC12-RKGM01-RKPM01,Extreme SLX9740-40C Chassis,,,,178.216.40.0/21,2001:7f8:5b::/64,0,0,548+EPIX-KAT-4DC12-RKGM01-RKPM01
548,EPIX (e-Poludnie Internet Exchange),Warsaw,EPIX-WAR-LI03-S171,X695-48Y-8C,,,,178.216.40.0/21,2001:7f8:5b::/64,0,2,548+EPIX-WAR-LI03-S171
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX1-acc4,Nexus N9K-C93600CD-GX,,215,"50.08103,14.451122",194.30.187.0/24,2001:7f8:91::/48,1,0,552+NIX1-acc4
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX1-acc5,Nexus N9K-C93600CD-GX,,215,"50.08103,14.451122",194.30.187.0/24,2001:7f8:91::/48,1,0,552+NIX1-acc5
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX1-agr1,C3650,,215,"50.08103,14.451122",194.30.187.0/24,2001:7f8:91::/48,1,0,552+NIX1-agr1
15,"NIX.CZ (NIX.CZ, z.s.p.o.)",Praha 10,NIX4-pp1,Nexus C93240YC-FX2,,214,,91.210.16.0/22,2001:7f8:14::/64,0,19,15+NIX4-pp1
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX1-agr3,N9K-C93240YC-FX2,,215,"50.08103,14.451122",194.30.187.0/24,2001:7f8:91::/48,1,0,552+NIX1-agr3
15,"NIX.CZ (NIX.CZ, z.s.p.o.)",Praha 10,NIX5-acc3,Nexus N9K-C93600CD-GX,,424,,91.210.16.0/22,2001:7f8:14::/64,0,5,15+NIX5-acc3
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX2-acc3,Nexus 7710,,216,"50.078094,14.475889",194.30.187.0/24,2001:7f8:91::/48,1,1,552+NIX2-acc3
15,"NIX.CZ (NIX.CZ, z.s.p.o.)",Vienn,NIXAT1-acc1,N9K-C93240YC-FX2,,67,,91.210.16.0/22,2001:7f8:14::/64,0,2,15+NIXAT1-acc1
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX2-agr1,C3650,,216,"50.078094,14.475889",194.30.187.0/24,2001:7f8:91::/48,1,0,552+NIX2-agr1
15,"NIX.CZ (NIX.CZ, z.s.p.o.)",Bratislava,NIXSK1-acc2,N9K-C93240YC-FX2,,465,,91.210.16.0/22,2001:7f8:14::/64,0,4,15+NIXSK1-acc2
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX4-agr1,C3650,,214,"50.060164,14.482978",194.30.187.0/24,2001:7f8:91::/48,1,0,552+NIX4-agr1
15,"NIX.CZ (NIX.CZ, z.s.p.o.)",Bratislava,NIXSK3-acc1,N9K-C93240YC-FX2,,3659,,91.210.16.0/22,2001:7f8:14::/64,0,1,15+NIXSK3-acc1
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Prague,NIX5-acc2,Nexus 7710,,424,"50.082018,14.53335",194.30.187.0/24,2001:7f8:91::/48,1,0,552+NIX5-acc2
18,LONAP Network (LONAP Ltd.),LONDON,inx-sr1,DCS-7280SR-48C6,,46,,5.57.80.0/22,2001:7f8:17::/64,1,10,18+inx-sr1
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Bratislava,NIXSK2-acc2,,,465,,194.30.187.0/24,2001:7f8:91::/48,1,16,552+NIXSK2-acc2
18,LONAP Network (LONAP Ltd.),Slough,eqs-qr1,DCS-7280QR-C36,,2262,"51.524335,-0.63804",5.57.80.0/22,2001:7f8:17::/64,1,19,18+eqs-qr1
552,"NIX.SK (NIX.CZ, z.s.p.o. organizacna zlozka)",Bratislava,NIXSK2-acc3,N9K-C93240YC-FX2,,465,,194.30.187.0/24,2001:7f8:91::/48,1,16,552+NIXSK2-acc3
18,LONAP Network (LONAP Ltd.),London,thw-cr1,DCS-7280CR3-32P4,,835,,5.57.80.0/22,2001:7f8:17::/64,1,8,18+thw-cr1
558,DE-CIX PMO (DE-CIX Palermo),,edge01.dx2.fra,,,,,185.1.46.0/24,2001:7f8:32::/64,1,2,558+edge01.dx2.fra
18,LONAP Network (LONAP Ltd.),London,thw-spine1,DCS-7280CR3-32P4,,835,,5.57.80.0/22,2001:7f8:17::/64,1,0,18+thw-spine1
558,DE-CIX PMO (DE-CIX Palermo),,edge01.dx9.fra,,,,,185.1.46.0/24,2001:7f8:32::/64,1,1,558+edge01.dx9.fra
